IDA ID	IDA Text	Unique Proteins	Representative Accession	Representative Length	Representative Domains
4091892c668401c1ee1eb278bba60d9b2d3e20ff	PF00151:IPR013818-PF00151:IPR013818-PF23040-PF08766:IPR014876-PF00782:IPR000340	1	A0A819MSM4	978	PF00151{Lipase}:IPR013818{Lipase}[70-311],PF00151{Lipase}:IPR013818{Lipase}[313-365],PF23040{PH_SSH1-like_1st}[516-663],PF08766{DEK_C}:IPR014876{DEK_C}[691-741],PF00782{DSPc}:IPR000340{Dual-sp_phosphatase_cat-dom}[754-882]
4123c91e0a149501af01796a44332abf0de46e9d	PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00151:IPR013818	1	A0A939GW36	677	PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[51-82],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[111-144],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[145-175],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[181-214],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[233-263],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[270-303],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[304-338],PF00151{Lipase}:IPR013818{Lipase}[443-611]
41616c9eb02b8e63277f9ac3a57772df46989621	PF13565-PF00151:IPR013818	1	A0A4Y2VI37	297	PF13565{HTH_32}[16-80],PF00151{Lipase}:IPR013818{Lipase}[122-264]
4541dad9258fdeaf1be14e91a19b8b1675ca7996	PF05380:IPR008042-PF00151:IPR013818-PF01477:IPR001024	1	A0A8X6F8C7	748	PF05380{Peptidase_A17}:IPR008042{Retrotrans_Pao}[59-172],PF00151{Lipase}:IPR013818{Lipase}[281-618],PF01477{PLAT}:IPR001024{PLAT/LH2_dom}[633-733]
46510d6527af1663d606249a7cdc89f2984b33ab	PF07707:IPR011705-PF00151:IPR013818	1	A0A7R9LZP8	653	PF07707{BACK}:IPR011705{BACK}[101-197],PF00151{Lipase}:IPR013818{Lipase}[313-623]
48a7f06cfabcaa15b078c3691a69bff91ad69008	PF00151:IPR013818-PF01683:IPR006149-PF00057:IPR002172-PF00057:IPR002172-PF00057:IPR002172	1	A0A336LW37	786	PF00151{Lipase}:IPR013818{Lipase}[17-95],PF01683{EB}:IPR006149{EB_dom}[146-194],PF00057{Ldl_recept_a}:IPR002172{LDrepeatLR_classA_rpt}[599-632],PF00057{Ldl_recept_a}:IPR002172{LDrepeatLR_classA_rpt}[643-679],PF00057{Ldl_recept_a}:IPR002172{LDrepeatLR_classA_rpt}[686-720]
4957ebb03218edd411fa75b786b317212fe7c78b	PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00151:IPR013818	1	A3IWU7	2238	PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[53-81],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[85-115],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[164-198],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[254-281],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[288-312],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[348-380],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[395-429],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[440-472],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[537-569],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[598-632],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[634-668],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[670-703],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[716-743],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[1213-1242],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[1248-1278],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[1291-1318],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[1325-1358],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[1378-1404],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[1411-1434],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[1599-1623],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[1628-1658],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[1665-1693],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[1707-1737],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[1741-1770],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[1831-1865],PF00151{Lipase}:IPR013818{Lipase}[1988-2193]
49b059d92995b39d0bb36265a90dcbb22658e9f1	PF00135:IPR002018-PF00151:IPR013818-PF00151:IPR013818	1	A0A7R9M886	692	PF00135{COesterase}:IPR002018{CarbesteraseB}[8-500],PF00151{Lipase}:IPR013818{Lipase}[510-628],PF00151{Lipase}:IPR013818{Lipase}[631-686]
4c68d404bf0127a833c46e6a3a03baab85215104	PF16177:IPR032387-PF00501:IPR000873-PF13193:IPR025110-PF00151:IPR013818	1	A0A9D4SKW3	1153	PF16177{ACAS_N}:IPR032387{ACAS_N}[47-109],PF00501{AMP-binding}:IPR000873{AMP-dep_synth/lig_dom}[120-519],PF13193{AMP-binding_C}:IPR025110{AMP-bd_C}[581-660],PF00151{Lipase}:IPR013818{Lipase}[702-1044]
4e25d3a094eb3b37aba7d23df78a64c2485d3e50	PF00595:IPR001478-PF00620:IPR000198-PF00151:IPR013818	1	A0AA39FVR0	1746	PF00595{PDZ}:IPR001478{PDZ}[124-191],PF00620{RhoGAP}:IPR000198{RhoGAP_dom}[954-1102],PF00151{Lipase}:IPR013818{Lipase}[1359-1696]
516cb969af65e259815621c01d86e29bf3d6bae4	PF00151:IPR013818-PF00151:IPR013818-PF00151:IPR013818-PF00151:IPR013818-PF01722:IPR002634	1	A0A8J6LB23	1376	PF00151{Lipase}:IPR013818{Lipase}[94-310],PF00151{Lipase}:IPR013818{Lipase}[390-622],PF00151{Lipase}:IPR013818{Lipase}[714-942],PF00151{Lipase}:IPR013818{Lipase}[1010-1185],PF01722{BolA}:IPR002634{BolA}[1283-1355]
51d8b1f5a614b34b7da16f8ad54e02b1dfbb7842	PF00254:IPR001179-PF00151:IPR013818	1	A0AAD9RUS5	801	PF00254{FKBP_C}:IPR001179{PPIase_FKBP_dom}[114-199],PF00151{Lipase}:IPR013818{Lipase}[519-796]
53f102a8056cf7f0a9f070c69ad947fb7a9f18c3	PF00151:IPR013818-PF01477:IPR001024-PF01477:IPR001024	1	A0A444UUJ9	441	PF00151{Lipase}:IPR013818{Lipase}[20-215],PF01477{PLAT}:IPR001024{PLAT/LH2_dom}[221-321],PF01477{PLAT}:IPR001024{PLAT/LH2_dom}[324-414]
54cb985326d3597d1bc67af4a6da4a15f0408984	PF18770:IPR041209-PF04869:IPR006953-PF04871:IPR006955-PF00151:IPR013818	1	A0AAN9TJE4	1187	PF18770{Arm_vescicular}:IPR041209{P115_Arm_rpt}[281-338],PF04869{Uso1_p115_head}:IPR006953{Vesicle_Uso1_P115_head}[353-635],PF04871{Uso1_p115_C}:IPR006955{Uso1_p115_C}[668-789],PF00151{Lipase}:IPR013818{Lipase}[884-1026]
55f79c133eafc4d0018950e75fadb4daaf05eef0	PF16203:IPR032438-PF00151:IPR013818-PF00151:IPR013818	1	A0A818ZJK4	339	PF16203{ERCC3_RAD25_C}:IPR032438{ERCC3_RAD25_C}[27-65],PF00151{Lipase}:IPR013818{Lipase}[72-195],PF00151{Lipase}:IPR013818{Lipase}[252-334]
56be46eca094efb9d3c24dda8ce461ccb67a18ec	PF00151:IPR013818-PF24576-PF24576-PF24576-PF24576	1	A0A4V6RGJ7	3048	PF00151{Lipase}:IPR013818{Lipase}[154-430],PF24576{IR75A_N}[452-638],PF24576{IR75A_N}[1079-1217],PF24576{IR75A_N}[1695-1875],PF24576{IR75A_N}[2336-2516]
574b771969b50db1cc0fc009a0a9e2063f5ba7ee	PF01569:IPR000326-PF00151:IPR013818	1	A0A6H5IE59	530	PF01569{PAP2}:IPR000326{P_Acid_Pase_2/haloperoxidase}[45-80],PF00151{Lipase}:IPR013818{Lipase}[245-524]
58b51c67a2540a174ca0eabfc7339c33327e46f8	PF07705:IPR011635-PF04151:IPR007280-PF00151:IPR013818	1	A0A9D6MXM4	761	PF07705{CARDB}:IPR011635{CARDB}[190-281],PF04151{PPC}:IPR007280{Peptidase_C_arc/bac}[318-391],PF00151{Lipase}:IPR013818{Lipase}[451-562]
5a9d2716d46bf980291abf25782db09ae241f478	PF00014:IPR002223-PF00151:IPR013818-PF00151:IPR013818	1	A0A7R9KBN2	1053	PF00014{Kunitz_BPTI}:IPR002223{Kunitz_BPTI}[44-96],PF00151{Lipase}:IPR013818{Lipase}[375-611],PF00151{Lipase}:IPR013818{Lipase}[815-1049]
5b86a1222ce2332cbc4bd849c1c6fe85b3cb4a8f	PF00828:IPR021131-PF00151:IPR013818	1	A0A226F5N1	742	PF00828{Ribosomal_L27A}:IPR021131{Ribosomal_uL15/eL18}[40-172],PF00151{Lipase}:IPR013818{Lipase}[442-728]
5baab9e27eb9d741fb112a54a80244b414fa4ee6	PF00151:IPR013818-PF01477:IPR001024-PF00151:IPR013818-PF01477:IPR001024-PF00151:IPR013818-PF00151:IPR013818-PF01477:IPR001024	1	A0A8J6A978	1392	PF00151{Lipase}:IPR013818{Lipase}[39-295],PF01477{PLAT}:IPR001024{PLAT/LH2_dom}[299-382],PF00151{Lipase}:IPR013818{Lipase}[455-790],PF01477{PLAT}:IPR001024{PLAT/LH2_dom}[773-840],PF00151{Lipase}:IPR013818{Lipase}[879-1094],PF00151{Lipase}:IPR013818{Lipase}[1095-1175],PF01477{PLAT}:IPR001024{PLAT/LH2_dom}[1180-1268]
5c407ebf664430abefa0e9bf457a55c6f2087d18	PF00151:IPR013818-PF04072:IPR007213	1	A0A834RC97	1038	PF00151{Lipase}:IPR013818{Lipase}[96-373],PF04072{LCM}:IPR007213{Ppm1/Ppm2/Tcmp}[392-554]
5c80397c7cacb9ec15d3a634e11422ac97610a1e	PF01217:IPR022775-PF00928:IPR028565-PF05221:IPR000043-PF00670:IPR015878-PF01403:IPR001627-PF01437:IPR002165-PF17960:IPR041019-PF24479-PF18020:IPR041362-PF01833:IPR002909-PF01833:IPR002909-PF01833:IPR002909-PF08337:IPR013548-PF20170:IPR046800-PF00151:IPR013818	1	A0A8J6HP41	4490	PF01217{Clat_adaptor_s}:IPR022775{AP_mu_sigma_su}[5-133],PF00928{Adap_comp_sub}:IPR028565{MHD}[156-407],PF05221{AdoHcyase}:IPR000043{Adenosylhomocysteinase-like}[460-595],PF00670{AdoHcyase_NAD}:IPR015878{Ado_hCys_hydrolase_NAD-bd}[645-805],PF01403{Sema}:IPR001627{Semap_dom}[1285-1456],PF01437{PSI}:IPR002165{Plexin_repeat}[1480-1532],PF17960{TIG_plexin}:IPR041019{TIG1_plexin}[1540-1629],PF24479{PSI_PlexinA-B}[1637-1663],PF18020{TIG_2}:IPR041362{TIG2_plexin}[1694-1782],PF01833{TIG}:IPR002909{IPT_dom}[1832-1918],PF01833{TIG}:IPR002909{IPT_dom}[1926-2007],PF01833{TIG}:IPR002909{IPT_dom}[2128-2187],PF08337{Plexin_cytopl}:IPR013548{Plexin_cytoplasmic_RasGAP_dom}[2303-2863],PF20170{Plexin_RBD}:IPR046800{Plexin_RBD}[2477-2604],PF00151{Lipase}:IPR013818{Lipase}[3976-4236]
5d4b0d4ab29ff65a5a485f82a3bbf3b66583ba15	PF00151:IPR013818-PF02518:IPR003594-PF00204:IPR013506-PF01751:IPR006171-PF16898:IPR031660	1	A0A922HMP5	1292	PF00151{Lipase}:IPR013818{Lipase}[22-352],PF02518{HATPase_c}:IPR003594{HATPase_dom}[534-632],PF00204{DNA_gyraseB}:IPR013506{Topo_IIA_bsu_dom2}[720-881],PF01751{Toprim}:IPR006171{TOPRIM_dom}[912-1014],PF16898{TOPRIM_C}:IPR031660{TOPRIM_C}[1028-1164]
5f1dfe20bfa2c376182ff231dd366b98bb499c4a	PF00763:IPR020630-PF02882:IPR020631-PF01268:IPR000559-PF00151:IPR013818	1	A0A7R9GDX4	1549	PF00763{THF_DHG_CYH}:IPR020630{THF_DH/CycHdrlase_cat_dom}[7-109],PF02882{THF_DHG_CYH_C}:IPR020631{THF_DH/CycHdrlase_NAD-bd_dom}[125-264],PF01268{FTHFS}:IPR000559{Formate_THF_ligase}[288-886],PF00151{Lipase}:IPR013818{Lipase}[1067-1401]
607470d4e811ed12e2b6c227dda6afd67eb3d910	PF02897:IPR023302-PF00151:IPR013818	1	A0A226E6A6	1337	PF02897{Peptidase_S9_N}:IPR023302{Pept_S9A_N}[35-426],PF00151{Lipase}:IPR013818{Lipase}[854-1191]
61e34b2a6fbbb52cb369ed524211b28c216e61f0	PF00151:IPR013818-PF00071:IPR001806	1	A0A9Q0N9T5	458	PF00151{Lipase}:IPR013818{Lipase}[10-259],PF00071{Ras}:IPR001806{Small_GTPase}[276-395]
64db86771d5687ef392c0fb3ea1e4ef0c9a54bd0	PF01562:IPR002870-PF00151:IPR013818-PF00151:IPR013818	1	A0A8J6H7M1	699	PF01562{Pep_M12B_propep}:IPR002870{Peptidase_M12B_N}[41-88],PF00151{Lipase}:IPR013818{Lipase}[123-367],PF00151{Lipase}:IPR013818{Lipase}[419-695]
65a599c50c845b5a6d2bdb04f87a0ff5cd17926d	PF21674:IPR048349-PF05667:IPR048348-PF00151:IPR013818	1	A0AA88I6F8	636	PF21674{CCDC22_N}:IPR048349{CCDC22_N}[6-111],PF05667{CCDC22_CC}:IPR048348{CCDC22_CC}[188-463],PF00151{Lipase}:IPR013818{Lipase}[522-635]
67becd8f759a7838b63366262f345b01409df45f	PF00151:IPR013818-PF01477:IPR001024-PF13358:IPR038717-PF03810:IPR001494	1	A0A498NXB4	768	PF00151{Lipase}:IPR013818{Lipase}[21-306],PF01477{PLAT}:IPR001024{PLAT/LH2_dom}[311-430],PF13358{DDE_3}:IPR038717{Tc1-like_DDE_dom}[493-569],PF03810{IBN_N}:IPR001494{Importin-beta_N}[601-671]
689114d7c0c967ea24c112a74861def9bc1ba2e4	PF00151:IPR013818-PF08701:IPR014813-PF01926:IPR006073	1	A0A151I465	1218	PF00151{Lipase}:IPR013818{Lipase}[149-416],PF08701{GN3L_Grn1}:IPR014813{Gnl3_N_dom}[662-734],PF01926{MMR_HSR1}:IPR006073{GTP-bd}[909-980]
693e6a61c990b207b95132e05a4e53ffbaf6a008	PF00710:IPR027474-PF17763:IPR040919-PF00151:IPR013818	1	A0A9J6BBZ3	715	PF00710{Asparaginase}:IPR027474{L-asparaginase_N}[46-259],PF17763{Asparaginase_C}:IPR040919{Asparaginase_C}[289-403],PF00151{Lipase}:IPR013818{Lipase}[480-712]
694b491e923a4a0f50a55237258ed01dcd7521ee	PF20700:IPR049012-PF00151:IPR013818	1	A0A8B6D5R9	632	PF20700{Mutator}:IPR049012{Mutator_transp_dom}[1-120],PF00151{Lipase}:IPR013818{Lipase}[326-629]
6c789852aba2ff84a642473bda8d8f5eb4c9af82	PF00078:IPR000477-PF00151:IPR013818-PF00151:IPR013818-PF00151:IPR013818	1	A0A8J6HAI2	1702	PF00078{RVT_1}:IPR000477{RT_dom}[266-365],PF00151{Lipase}:IPR013818{Lipase}[535-760],PF00151{Lipase}:IPR013818{Lipase}[783-971],PF00151{Lipase}:IPR013818{Lipase}[1049-1311]
6dd2055c7317286b04e737458f04fdfb19c41399	PF00151:IPR013818-PF01722:IPR002634	1	A0A482VZ17	355	PF00151{Lipase}:IPR013818{Lipase}[38-231],PF01722{BolA}:IPR002634{BolA}[303-335]
6e64cb6868d9ef8a68de57c5bde1941d15cde3f8	PF07705:IPR011635-PF07705:IPR011635-PF07705:IPR011635-PF07705:IPR011635-PF07705:IPR011635-PF07705:IPR011635-PF07705:IPR011635-PF07705:IPR011635-PF07705:IPR011635-PF07705:IPR011635-PF07705:IPR011635-PF07705:IPR011635-PF07705:IPR011635-PF07705:IPR011635-PF07705:IPR011635-PF07705:IPR011635-PF07705:IPR011635-PF07705:IPR011635-PF07705:IPR011635-PF00151:IPR013818-PF24595:IPR055353-PF24595:IPR055353-PF17210:IPR033764-PF17210:IPR033764-PF00082:IPR000209-PF16184-PF05345-PF05345-PF05345-PF05345	1	A0A968W8B3	4974	PF07705{CARDB}:IPR011635{CARDB}[4-117],PF07705{CARDB}:IPR011635{CARDB}[246-361],PF07705{CARDB}:IPR011635{CARDB}[372-484],PF07705{CARDB}:IPR011635{CARDB}[496-609],PF07705{CARDB}:IPR011635{CARDB}[616-731],PF07705{CARDB}:IPR011635{CARDB}[739-858],PF07705{CARDB}:IPR011635{CARDB}[865-984],PF07705{CARDB}:IPR011635{CARDB}[991-1112],PF07705{CARDB}:IPR011635{CARDB}[1120-1234],PF07705{CARDB}:IPR011635{CARDB}[1242-1355],PF07705{CARDB}:IPR011635{CARDB}[1362-1481],PF07705{CARDB}:IPR011635{CARDB}[1488-1609],PF07705{CARDB}:IPR011635{CARDB}[1621-1729],PF07705{CARDB}:IPR011635{CARDB}[1742-1851],PF07705{CARDB}:IPR011635{CARDB}[1991-2101],PF07705{CARDB}:IPR011635{CARDB}[2115-2227],PF07705{CARDB}:IPR011635{CARDB}[2237-2348],PF07705{CARDB}:IPR011635{CARDB}[2378-2488],PF07705{CARDB}:IPR011635{CARDB}[2504-2612],PF00151{Lipase}:IPR013818{Lipase}[3103-3296],PF24595{DUF7619}:IPR055353{DUF7619}[3533-3594],PF24595{DUF7619}:IPR055353{DUF7619}[3660-3708],PF17210{SdrD_B}:IPR033764{Sdr_B}[3817-3928],PF17210{SdrD_B}:IPR033764{Sdr_B}[3939-4012],PF00082{Peptidase_S8}:IPR000209{Peptidase_S8/S53_dom}[4074-4328],PF16184{Cadherin_3}[4415-4511],PF05345{He_PIG}[4528-4622],PF05345{He_PIG}[4629-4723],PF05345{He_PIG}[4734-4829],PF05345{He_PIG}[4836-4930]
6f8cd4aec10262f62231faebec93dbc31dc57169	PF00151:IPR013818-PF15998:IPR031941	1	A0A194R386	933	PF00151{Lipase}:IPR013818{Lipase}[19-267],PF15998{DUF4773}:IPR031941{DUF4773}[379-494]
7148f97fbc9317ba9e18b5ae3bb59c07da86569b	PF00071:IPR001806-PF00151:IPR013818	1	A0A8J6H6X8	511	PF00071{Ras}:IPR001806{Small_GTPase}[12-49],PF00151{Lipase}:IPR013818{Lipase}[47-345]
714d102e9e836ca165d68c3f89f2c6576989b8bd	PF00651:IPR000210-PF10523:IPR018379-PF00151:IPR013818	1	A0A0T6B4D8	545	PF00651{BTB}:IPR000210{BTB/POZ_dom}[24-120],PF10523{BEN}:IPR018379{BEN_domain}[362-413],PF00151{Lipase}:IPR013818{Lipase}[442-542]
728f6dfd8f8ab8761239808b0663ad0797e7bcc9	PF00151:IPR013818-PF22938:IPR054465	1	A0AAV8Z9Q8	632	PF00151{Lipase}:IPR013818{Lipase}[79-237],PF22938{Integrase_p58_C}:IPR054465{Integrase_p58-like_C}[346-379]
72c3584f9c26adca99e7ce2544610768aba3d274	PF00046:IPR001356-PF03826:IPR003654-PF00151:IPR013818-PF00151:IPR013818	1	A0AAN8R6Y1	418	PF00046{Homeodomain}:IPR001356{HD}[77-133],PF03826{OAR}:IPR003654{OAR_dom}[267-284],PF00151{Lipase}:IPR013818{Lipase}[311-352],PF00151{Lipase}:IPR013818{Lipase}[362-400]
734d61ca92ab3185dc74892ca4c4ca04c2e482bf	PF00151:IPR013818-PF01105:IPR009038	1	A0AA39KUV4	479	PF00151{Lipase}:IPR013818{Lipase}[52-299],PF01105{EMP24_GP25L}:IPR009038{GOLD_dom}[382-473]
73b0a90ba803a1e99cbf1ed8e0e94f208a6efb23	PF00787:IPR001683-PF00151:IPR013818-PF00151:IPR013818	1	A0A1B0D5A7	613	PF00787{PX}:IPR001683{PX_dom}[105-181],PF00151{Lipase}:IPR013818{Lipase}[240-285],PF00151{Lipase}:IPR013818{Lipase}[316-586]
748a1a4a13c9691c97b69ddf0d7384b3e1ef3312	PF00459:IPR000760-PF00151:IPR013818	1	A0A154PR58	584	PF00459{Inositol_P}:IPR000760{Inositol_monophosphatase-like}[56-293],PF00151{Lipase}:IPR013818{Lipase}[308-568]
75354b5b82f5b74dfb1ae9773f0995c454fb5d9a	PF00076:IPR000504-PF00151:IPR013818-PF00151:IPR013818	1	A0A821BK64	1232	PF00076{RRM_1}:IPR000504{RRM_dom}[271-351],PF00151{Lipase}:IPR013818{Lipase}[490-821],PF00151{Lipase}:IPR013818{Lipase}[926-1227]
779ab32c0bdd50200ee6265b8c24bcdcf5172377	PF02949:IPR004117-PF00254:IPR001179-PF13414-PF00151:IPR013818	1	A0A0J7L1A3	879	PF02949{7tm_6}:IPR004117{7tm6_olfct_rcpt}[13-196],PF00254{FKBP_C}:IPR001179{PPIase_FKBP_dom}[270-357],PF13414{TPR_11}[473-502],PF00151{Lipase}:IPR013818{Lipase}[655-866]
799e80b422d5fa3dcc30d618d0a2a7805e569ec5	PF00151:IPR013818-PF00151:IPR013818-PF12796:IPR002110-PF12796:IPR002110-PF00520:IPR005821	1	A0A8C5QRA9	1037	PF00151{Lipase}:IPR013818{Lipase}[23-197],PF00151{Lipase}:IPR013818{Lipase}[198-318],PF12796{Ank_2}:IPR002110{Ankyrin_rpt}[419-513],PF12796{Ank_2}:IPR002110{Ankyrin_rpt}[537-635],PF00520{Ion_trans}:IPR005821{Ion_trans_dom}[700-961]
7b09686168bc745f6f765b43bb28b099514fe895	PF00151:IPR013818-PF05345-PF05345-PF03160:IPR003644-PF03160:IPR003644-PF00353:IPR001343	1	A0AAW6JQY8	2538	PF00151{Lipase}:IPR013818{Lipase}[1734-1871],PF05345{He_PIG}[1959-2034],PF05345{He_PIG}[2043-2138],PF03160{Calx-beta}:IPR003644{Calx_beta}[2142-2253],PF03160{Calx-beta}:IPR003644{Calx_beta}[2262-2366],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[2394-2427]
7b81c91a5ca2efedd62295e7e3127bda9615822e	PF12796:IPR002110-PF12796:IPR002110-PF00151:IPR013818	1	A0A6H5I0F0	1268	PF12796{Ank_2}:IPR002110{Ankyrin_rpt}[79-162],PF12796{Ank_2}:IPR002110{Ankyrin_rpt}[184-280],PF00151{Lipase}:IPR013818{Lipase}[1149-1191]
7bec8e4e917858f489e8180556142ffe0fd063a1	PF00151:IPR013818-PF13516:IPR001611	1	A0AAJ7L391	792	PF00151{Lipase}:IPR013818{Lipase}[113-335],PF13516{LRR_6}:IPR001611{Leu-rich_rpt}[698-717]
7d77b68802882de990c5445b32e5e7c275ec2213	PF00151:IPR013818-PF13519:IPR002035	1	A0A226DSG1	900	PF00151{Lipase}:IPR013818{Lipase}[38-217],PF13519{VWA_2}:IPR002035{VWF_A}[278-384]
7e0d1da958b9e397547359c2278efff7cdb1fa6c	PF00151:IPR013818-PF03098:IPR019791	1	A0A8T0EIF0	815	PF00151{Lipase}:IPR013818{Lipase}[12-86],PF03098{An_peroxidase}:IPR019791{Haem_peroxidase_animal}[266-789]
7f856bd62277bc0d921fcc21a78861579dc355c8	PF00151:IPR013818-PF00232:IPR001360	1	E0VJB5	760	PF00151{Lipase}:IPR013818{Lipase}[33-272],PF00232{Glyco_hydro_1}:IPR001360{Glyco_hydro_1}[291-753]
801e51c866e8370385c3a8be7fd106efc13d62a6	PF00151:IPR013818-PF00151:IPR013818-PF03179:IPR005124	1	A0A1I8GCF6	517	PF00151{Lipase}:IPR013818{Lipase}[54-163],PF00151{Lipase}:IPR013818{Lipase}[196-422],PF03179{V-ATPase_G}:IPR005124{V-ATPase_G}[428-504]
81aa63cd19aca413464e4cc5f6f93cd2d1becf66	PF00028:IPR002126-PF00028:IPR002126-PF00028:IPR002126-PF00028:IPR002126-PF00028:IPR002126-PF00028:IPR002126-PF00028:IPR002126-PF00028:IPR002126-PF00028:IPR002126-PF00028:IPR002126-PF00028:IPR002126-PF00028:IPR002126-PF00028:IPR002126-PF00028:IPR002126-PF00028:IPR002126-PF00028:IPR002126-PF00028:IPR002126-PF00028:IPR002126-PF00008:IPR000742-PF00008:IPR000742-PF00054:IPR001791-PF02210:IPR001791-PF00151:IPR013818	1	A0AAV1IWQ9	3619	PF00028{Cadherin}:IPR002126{Cadherin-like_dom}[53-132],PF00028{Cadherin}:IPR002126{Cadherin-like_dom}[147-237],PF00028{Cadherin}:IPR002126{Cadherin-like_dom}[255-344],PF00028{Cadherin}:IPR002126{Cadherin-like_dom}[360-450],PF00028{Cadherin}:IPR002126{Cadherin-like_dom}[464-554],PF00028{Cadherin}:IPR002126{Cadherin-like_dom}[572-663],PF00028{Cadherin}:IPR002126{Cadherin-like_dom}[677-767],PF00028{Cadherin}:IPR002126{Cadherin-like_dom}[782-872],PF00028{Cadherin}:IPR002126{Cadherin-like_dom}[892-983],PF00028{Cadherin}:IPR002126{Cadherin-like_dom}[997-1086],PF00028{Cadherin}:IPR002126{Cadherin-like_dom}[1100-1187],PF00028{Cadherin}:IPR002126{Cadherin-like_dom}[1201-1297],PF00028{Cadherin}:IPR002126{Cadherin-like_dom}[1319-1402],PF00028{Cadherin}:IPR002126{Cadherin-like_dom}[1417-1507],PF00028{Cadherin}:IPR002126{Cadherin-like_dom}[1522-1611],PF00028{Cadherin}:IPR002126{Cadherin-like_dom}[1625-1718],PF00028{Cadherin}:IPR002126{Cadherin-like_dom}[1731-1822],PF00028{Cadherin}:IPR002126{Cadherin-like_dom}[1838-1929],PF00008{EGF}:IPR000742{EGF-like_dom}[2230-2261],PF00008{EGF}:IPR000742{EGF-like_dom}[2270-2298],PF00054{Laminin_G_1}:IPR001791{Laminin_G}[2330-2482],PF02210{Laminin_G_2}:IPR001791{Laminin_G}[2601-2723],PF00151{Lipase}:IPR013818{Lipase}[3310-3555]
83882f0da2a409f2ad0708feb99e8d0f89239e7f	PF00151:IPR013818-PF00732:IPR000172-PF05199:IPR007867	1	A0A084VZH5	965	PF00151{Lipase}:IPR013818{Lipase}[20-274],PF00732{GMC_oxred_N}:IPR000172{GMC_OxRdtase_N}[404-700],PF05199{GMC_oxred_C}:IPR007867{GMC_OxRtase_C}[810-952]
8550a0bbd19448f733055e26e214a730d675f179	PF00151:IPR013818-PF02931:IPR006202-PF02932:IPR006029	1	A0A7R8CUT0	865	PF00151{Lipase}:IPR013818{Lipase}[89-406],PF02931{Neur_chan_LBD}:IPR006202{Neur_chan_lig-bd}[576-773],PF02932{Neur_chan_memb}:IPR006029{Neurotrans-gated_channel_TM}[781-853]
