,GO_ID,GO_Term,Depth,Propagated_Enrichment,Original_Enrichment,P_Value,Child_Count
11976,GO:1990823,response to leukemia inhibitory factor,5,0.0,1.0,1.0,1
11977,GO:1990839,response to endothelin,5,0.0,1.0,1.0,1
11978,GO:1990867,response to gastrin,5,0.0,1.0,1.0,1
11979,GO:1990868,response to chemokine,5,0.0,1.0,1.0,1
11980,GO:2000018,regulation of male gonad development,5,0.0,1.0,1.0,2
11981,GO:2000027,regulation of animal organ morphogenesis,5,0.0,1.0,1.0,20
11982,GO:2000035,regulation of stem cell division,5,0.0,1.0,1.0,2
11983,GO:2000070,regulation of response to water deprivation,5,0.0,1.0,1.0,2
11984,GO:2000099,regulation of establishment or maintenance of bipolar cell polarity,5,0.0,1.0,1.0,1
11985,GO:2000101,regulation of mammary stem cell proliferation,5,0.0,1.0,1.0,2
11986,GO:2000114,regulation of establishment of cell polarity,5,0.0,1.0,1.0,3
11987,GO:2000136,regulation of cell proliferation involved in heart morphogenesis,5,0.0,1.0,1.0,5
11988,GO:2000146,negative regulation of cell motility,5,0.0,1.0,1.0,4
11989,GO:2000147,positive regulation of cell motility,5,0.0,1.0,1.0,3
11990,GO:2000177,regulation of neural precursor cell proliferation,5,0.0,1.0,1.0,7
11991,GO:2000194,regulation of female gonad development,5,0.0,1.0,1.0,3
11992,GO:2000197,regulation of ribonucleoprotein complex localization,5,0.0,1.0,1.0,5
11993,GO:2000291,regulation of myoblast proliferation,5,0.0,1.0,1.0,3
11994,GO:2000332,regulation of blood microparticle formation,5,0.0,1.0,1.0,3
11995,GO:2000361,regulation of prostaglandin-E synthase activity,5,0.0,1.0,1.0,1
11996,GO:2000371,regulation of DNA topoisomerase (ATP-hydrolyzing) activity,5,0.0,1.0,1.0,2
11997,GO:2000374,regulation of oxygen metabolic process,5,0.0,1.0,1.0,2
11998,GO:2000377,regulation of reactive oxygen species metabolic process,5,0.0,1.0,1.0,5
11999,GO:2000381,negative regulation of mesoderm development,5,0.0,1.0,1.0,1
12000,GO:2000382,positive regulation of mesoderm development,5,0.0,1.0,1.0,1
12001,GO:2000387,regulation of antral ovarian follicle growth,5,0.0,1.0,1.0,2
12002,GO:2000465,regulation of glycogen (starch) synthase activity,5,0.0,1.0,1.0,2
12003,GO:2000468,regulation of peroxidase activity,5,0.0,1.0,1.0,5
12004,GO:2000489,regulation of hepatic stellate cell activation,5,0.0,1.0,1.0,2
12005,GO:2000495,regulation of cell proliferation involved in compound eye morphogenesis,5,0.0,1.0,1.0,2
12006,GO:2000535,regulation of entry of bacterium into host cell,5,0.0,1.0,1.0,1
12007,GO:2000592,regulation of metanephric DCT cell differentiation,5,0.0,1.0,1.0,2
12008,GO:2000595,regulation of optic nerve formation,5,0.0,1.0,1.0,2
12009,GO:2000652,regulation of secondary cell wall biogenesis,5,0.0,1.0,1.0,2
12010,GO:2000656,regulation of apolipoprotein binding,5,0.0,1.0,1.0,2
12011,GO:2000677,regulation of transcription regulatory region DNA binding,5,0.0,1.0,1.0,5
12012,GO:2000705,regulation of dense core granule biogenesis,5,0.0,1.0,1.0,2
12013,GO:2000736,regulation of stem cell differentiation,5,0.0,1.0,1.0,6
12014,GO:2000772,regulation of cellular senescence,5,0.0,1.0,1.0,2
12015,GO:2000983,regulation of ATP citrate synthase activity,5,0.0,1.0,1.0,2
12016,GO:2001012,mesenchymal cell differentiation involved in renal system development,5,0.0,1.0,1.0,1
12017,GO:2001014,regulation of skeletal muscle cell differentiation,5,0.0,1.0,1.0,3
12018,GO:2001024,negative regulation of response to drug,5,0.0,1.0,1.0,2
12019,GO:2001025,positive regulation of response to drug,5,0.0,1.0,1.0,1
12020,GO:2001038,regulation of cellular response to drug,5,0.0,1.0,1.0,2
12021,GO:2001049,regulation of tendon cell differentiation,5,0.0,1.0,1.0,2
12022,GO:2001058,D-tagatose 6-phosphate metabolic process,5,0.0,1.0,1.0,1
12023,GO:2001060,D-glycero-D-manno-heptose 7-phosphate metabolic process,5,0.0,1.0,1.0,1
12024,GO:2001112,regulation of cellular response to hepatocyte growth factor stimulus,5,0.0,1.0,1.0,2
12025,GO:2001115,methanopterin-containing compound metabolic process,5,0.0,1.0,1.0,3
12026,GO:2001212,regulation of vasculogenesis,5,0.0,1.0,1.0,2
12027,GO:2001229,negative regulation of response to gamma radiation,5,0.0,1.0,1.0,1
12028,GO:2001230,positive regulation of response to gamma radiation,5,0.0,1.0,1.0,1
12029,GO:2001263,regulation of C-C chemokine binding,5,0.0,1.0,1.0,2
12030,GO:2001291,codeine metabolic process,5,0.0,1.0,1.0,1
21,GO:0034368,protein-lipid complex remodeling,6,6727.26,835.11,6.891710172507885e-48,1
24,GO:0071827,plasma lipoprotein particle organization,6,6727.26,555.46,1.538230921804584e-44,3
9,GO:0004465,lipoprotein lipase activity,6,5255.67,5255.67,1.1350560580515759e-91,0
143,GO:0044258,intestinal lipid catabolic process,6,4484.84,4484.84,6.547496813901584e-08,0
53,GO:0055096,low-density lipoprotein particle mediated signaling,6,3669.41,3669.41,4.1313095243317145e-21,0
4,GO:0052739,phosphatidylserine 1-acylhydrolase activity,6,3165.77,3165.77,2.1027324484168365e-134,0
2,GO:0008970,phospholipase A1 activity,6,2346.72,2346.72,1.8234648000716332e-144,0
111,GO:0010983,positive regulation of high-density lipoprotein particle clearance,6,2242.42,2242.42,2.657266872392018e-10,0
41,GO:0047376,"all-trans-retinyl-palmitate hydrolase, all-trans-retinol forming activity",6,2087.77,2087.77,2.2463967838429235e-28,0
91,GO:0046466,membrane lipid catabolic process,6,1922.07,185.15,1.2136658440151365e-12,2
193,GO:0006664,glycolipid metabolic process,6,1922.07,8.42,8.525627491924759e-05,12
13,GO:0046461,neutral lipid catabolic process,6,1774.22,901.98,1.1867744119890836e-64,1
15,GO:0046503,glycerolipid catabolic process,6,1774.22,448.48,5.126238841254421e-57,2
17,GO:0006639,acylglycerol metabolic process,6,1774.22,227.72,8.476646485106445e-50,6
77,GO:0010884,positive regulation of lipid storage,6,1441.55,373.74,1.6916544659187867e-14,2
269,GO:0009891,positive regulation of biosynthetic process,6,820.4,2.82,0.0201276118984916,44
288,GO:0010604,positive regulation of macromolecule metabolic process,6,820.4,2.42,0.03833938906679,18
384,GO:0010556,regulation of macromolecule biosynthetic process,6,820.4,1.03,0.5318947720906465,15
54,GO:0030667,secretory granule membrane,6,692.51,128.47,1.914456222245563e-20,11
85,GO:0010744,positive regulation of macrophage derived foam cell differentiation,6,672.73,672.73,1.3510386430358077e-13,0
137,GO:0030299,intestinal cholesterol absorption,6,576.62,576.62,2.0646801412401925e-08,0
55,GO:0009395,phospholipid catabolic process,6,509.64,187.91,2.3966210455276935e-20,8
132,GO:0006650,glycerophospholipid metabolic process,6,509.64,16.12,5.8411081289354095e-09,11
84,GO:0030301,cholesterol transport,6,368.62,136.5,1.2855989706431677e-13,5
363,GO:0051246,regulation of protein metabolic process,6,360.39,1.43,0.3506171889293436,16
48,GO:0034361,very-low-density lipoprotein particle,6,225.61,225.61,3.739670520313943e-23,0
90,GO:0045600,positive regulation of fat cell differentiation,6,185.15,185.15,1.2136658440151365e-12,1
106,GO:0004622,lysophospholipase activity,6,177.97,177.97,1.1954452972270628e-10,0
176,GO:0032371,regulation of sterol transport,6,134.55,66.83,1.3932945935359878e-05,5
178,GO:0032370,positive regulation of lipid transport,6,134.55,61.34,1.797663810759921e-05,12
256,GO:0060193,positive regulation of lipase activity,6,105.11,69.35,0.0143177927345358,2
244,GO:0045017,glycerolipid biosynthetic process,6,92.79,7.56,0.0075567998355418,2
377,GO:0008654,phospholipid biosynthetic process,6,92.79,1.1,0.5436591152283972,20
250,GO:0046222,aflatoxin metabolic process,6,90.91,90.91,0.01094127687216,2
282,GO:0006029,proteoglycan metabolic process,6,73.12,28.27,0.0347698404270273,6
283,GO:0009101,glycoprotein biosynthetic process,6,73.12,27.68,0.0354873418151884,9
100,GO:0009746,response to hexose,6,72.56,61.08,3.519535681579426e-11,7
255,GO:0008126,acetylesterase activity,6,72.34,72.34,0.0137313916139088,2
159,GO:0050727,regulation of inflammatory response,6,65.82,24.79,2.0852248645216537e-06,9
165,GO:0031349,positive regulation of defense response,6,65.82,20.4,5.348271800827229e-06,11
164,GO:0004623,phospholipase A2 activity,6,36.12,36.12,5.308386992956206e-06,2
190,GO:0016125,sterol metabolic process,6,31.69,18.48,7.176118602637506e-05,6
199,GO:0051384,response to glucocorticoid,6,31.53,31.53,0.0001285655904927,6
340,GO:0036464,cytoplasmic ribonucleoprotein granule,6,26.49,3.9,0.2265081905373711,11
295,GO:0046460,neutral lipid biosynthetic process,6,24.03,21.36,0.0457611331206001,1
62,GO:0005509,calcium ion binding,6,21.71,21.71,4.24074508363184e-17,1
280,GO:0031410,cytoplasmic vesicle,6,21.07,3.28,0.0342331809563387,26
274,GO:0019752,carboxylic acid metabolic process,6,17.18,1.76,0.0139601698084287,48
6995,GO:0000009,"alpha-1,6-mannosyltransferase activity",6,0.0,1.0,1.0,2
6996,GO:0000026,"alpha-1,2-mannosyltransferase activity",6,0.0,1.0,1.0,4
6997,GO:0000033,"alpha-1,3-mannosyltransferase activity",6,0.0,1.0,1.0,2
6998,GO:0000062,fatty-acyl-CoA binding,6,0.0,1.0,1.0,1
6999,GO:0000064,L-ornithine transmembrane transporter activity,6,0.0,1.0,1.0,2
7000,GO:0000101,sulfur amino acid transport,6,0.0,1.0,1.0,3
7001,GO:0000123,histone acetyltransferase complex,6,0.0,1.0,1.0,3
7002,GO:0000160,phosphorelay signal transduction system,6,0.0,1.0,1.0,2
7003,GO:0000226,microtubule cytoskeleton organization,6,0.0,1.0,1.0,18
7004,GO:0000228,nuclear chromosome,6,0.0,1.0,1.0,2
7005,GO:0000270,peptidoglycan metabolic process,6,0.0,1.0,1.0,3
7006,GO:0000271,polysaccharide biosynthetic process,6,0.0,1.0,1.0,19
7007,GO:0000272,polysaccharide catabolic process,6,0.0,1.0,1.0,15
7008,GO:0000280,nuclear division,6,0.0,1.0,1.0,3
7009,GO:0000295,adenine nucleotide transmembrane transporter activity,6,0.0,1.0,1.0,8
7010,GO:0000296,spermine transport,6,0.0,1.0,1.0,1
7011,GO:0000303,response to superoxide,6,0.0,1.0,1.0,1
7012,GO:0000311,plastid large ribosomal subunit,6,0.0,1.0,1.0,1
7013,GO:0000312,plastid small ribosomal subunit,6,0.0,1.0,1.0,1
7014,GO:0000313,organellar ribosome,6,0.0,1.0,1.0,2
7015,GO:0000322,storage vacuole,6,0.0,1.0,1.0,3
7016,GO:0000323,lytic vacuole,6,0.0,1.0,1.0,5
7017,GO:0000325,plant-type vacuole,6,0.0,1.0,1.0,3
7018,GO:0000330,plant-type vacuole lumen,6,0.0,1.0,1.0,1
7019,GO:0000375,"RNA splicing, via transesterification reactions",6,0.0,1.0,1.0,2
7020,GO:0000394,"RNA splicing, via endonucleolytic cleavage and ligation",6,0.0,1.0,1.0,2
7021,GO:0000400,four-way junction DNA binding,6,0.0,1.0,1.0,2
7022,GO:0000406,double-strand/single-strand DNA junction binding,6,0.0,1.0,1.0,1
7023,GO:0000421,autophagosome membrane,6,0.0,1.0,1.0,1
7024,GO:0000423,mitophagy,6,0.0,1.0,1.0,2
7025,GO:0000428,DNA-directed RNA polymerase complex,6,0.0,1.0,1.0,4
7026,GO:0000700,mismatch base pair DNA N-glycosylase activity,6,0.0,1.0,1.0,2
7027,GO:0000702,oxidized base lesion DNA N-glycosylase activity,6,0.0,1.0,1.0,2
7028,GO:0000715,"nucleotide-excision repair, DNA damage recognition",6,0.0,1.0,1.0,1
7029,GO:0000741,karyogamy,6,0.0,1.0,1.0,4
7030,GO:0000770,peptide pheromone export,6,0.0,1.0,1.0,2
7031,GO:0000793,condensed chromosome,6,0.0,1.0,1.0,1
7032,GO:0000803,sex chromosome,6,0.0,1.0,1.0,7
7033,GO:0000819,sister chromatid segregation,6,0.0,1.0,1.0,2
7034,GO:0000828,inositol hexakisphosphate kinase activity,6,0.0,1.0,1.0,5
7035,GO:0000829,diphosphoinositol pentakisphosphate kinase activity,6,0.0,1.0,1.0,4
7036,GO:0000835,ER ubiquitin ligase complex,6,0.0,1.0,1.0,3
7037,GO:0000917,division septum assembly,6,0.0,1.0,1.0,1
7038,GO:0000955,amino acid catabolic process via Ehrlich pathway,6,0.0,1.0,1.0,2
7039,GO:0000972,transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery,6,0.0,1.0,1.0,1
7040,GO:0000993,RNA polymerase II complex binding,6,0.0,1.0,1.0,2
7041,GO:0001000,bacterial-type RNA polymerase core enzyme binding,6,0.0,1.0,1.0,1
7042,GO:0001117,protein-DNA-RNA complex disassembly,6,0.0,1.0,1.0,1
7043,GO:0001120,protein-DNA complex remodeling,6,0.0,1.0,1.0,1
7044,GO:0001409,guanine nucleotide transmembrane transporter activity,6,0.0,1.0,1.0,4
7045,GO:0001594,trace-amine receptor activity,6,0.0,1.0,1.0,1
7046,GO:0001595,angiotensin receptor activity,6,0.0,1.0,1.0,2
7047,GO:0001640,adenylate cyclase inhibiting G protein-coupled glutamate receptor activity,6,0.0,1.0,1.0,2
7048,GO:0001648,proteinase-activated receptor activity,6,0.0,1.0,1.0,1
7049,GO:0001696,gastric acid secretion,6,0.0,1.0,1.0,3
7050,GO:0001716,L-amino-acid oxidase activity,6,0.0,1.0,1.0,5
7051,GO:0001754,eye photoreceptor cell differentiation,6,0.0,1.0,1.0,2
7052,GO:0001755,neural crest cell migration,6,0.0,1.0,1.0,4
7053,GO:0001765,membrane raft assembly,6,0.0,1.0,1.0,1
7054,GO:0001774,microglial cell activation,6,0.0,1.0,1.0,1
7055,GO:0001782,B cell homeostasis,6,0.0,1.0,1.0,1
7056,GO:0001787,natural killer cell proliferation,6,0.0,1.0,1.0,1
7057,GO:0001816,cytokine production,6,0.0,1.0,1.0,55
7058,GO:0001821,histamine secretion,6,0.0,1.0,1.0,2
7059,GO:0001878,response to yeast,6,0.0,1.0,1.0,1
7060,GO:0001897,symbiont-mediated cytolysis of host cell,6,0.0,1.0,1.0,2
7061,GO:0001910,regulation of leukocyte mediated cytotoxicity,6,0.0,1.0,1.0,7
7062,GO:0001913,T cell mediated cytotoxicity,6,0.0,1.0,1.0,1
7063,GO:0001919,regulation of receptor recycling,6,0.0,1.0,1.0,2
7064,GO:0001928,regulation of exocyst assembly,6,0.0,1.0,1.0,2
7065,GO:0001936,regulation of endothelial cell proliferation,6,0.0,1.0,1.0,4
7066,GO:0001949,sebaceous gland cell differentiation,6,0.0,1.0,1.0,1
7067,GO:0001952,regulation of cell-matrix adhesion,6,0.0,1.0,1.0,5
7068,GO:0001959,regulation of cytokine-mediated signaling pathway,6,0.0,1.0,1.0,18
7069,GO:0001990,regulation of systemic arterial blood pressure by hormone,6,0.0,1.0,1.0,7
7070,GO:0001993,regulation of systemic arterial blood pressure by norepinephrine-epinephrine,6,0.0,1.0,1.0,1
7071,GO:0002053,positive regulation of mesenchymal cell proliferation,6,0.0,1.0,1.0,3
7072,GO:0002067,glandular epithelial cell differentiation,6,0.0,1.0,1.0,7
7073,GO:0002068,glandular epithelial cell development,6,0.0,1.0,1.0,6
7074,GO:0002069,columnar/cuboidal epithelial cell maturation,6,0.0,1.0,1.0,2
7075,GO:0002148,hypochlorous acid metabolic process,6,0.0,1.0,1.0,2
7076,GO:0002182,cytoplasmic translational elongation,6,0.0,1.0,1.0,2
7077,GO:0002213,defense response to insect,6,0.0,1.0,1.0,1
7078,GO:0002215,defense response to nematode,6,0.0,1.0,1.0,1
7079,GO:0002241,response to parasitic plant,6,0.0,1.0,1.0,2
7080,GO:0002253,activation of immune response,6,0.0,1.0,1.0,3
7081,GO:0002277,myeloid dendritic cell activation involved in immune response,6,0.0,1.0,1.0,1
7082,GO:0002281,macrophage activation involved in immune response,6,0.0,1.0,1.0,1
7083,GO:0002286,T cell activation involved in immune response,6,0.0,1.0,1.0,5
7084,GO:0002312,B cell activation involved in immune response,6,0.0,1.0,1.0,3
7085,GO:0002323,natural killer cell activation involved in immune response,6,0.0,1.0,1.0,2
7086,GO:0002396,MHC protein complex assembly,6,0.0,1.0,1.0,3
7087,GO:0002414,immunoglobulin transcytosis in epithelial cells,6,0.0,1.0,1.0,2
7088,GO:0002424,T cell mediated immune response to tumor cell,6,0.0,1.0,1.0,2
7089,GO:0002438,acute inflammatory response to antigenic stimulus,6,0.0,1.0,1.0,1
7090,GO:0002440,production of molecular mediator of immune response,6,0.0,1.0,1.0,7
7091,GO:0002462,tolerance induction to nonself antigen,6,0.0,1.0,1.0,3
7092,GO:0002465,peripheral tolerance induction,6,0.0,1.0,1.0,5
7093,GO:0002484,antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway,6,0.0,1.0,1.0,2
7094,GO:0002488,antigen processing and presentation of endogenous peptide antigen via MHC class Ib via ER pathway,6,0.0,1.0,1.0,2
7095,GO:0002501,peptide antigen assembly with MHC protein complex,6,0.0,1.0,1.0,3
7096,GO:0002581,negative regulation of antigen processing and presentation of peptide or polysaccharide antigen via MHC class II,6,0.0,1.0,1.0,2
7097,GO:0002582,positive regulation of antigen processing and presentation of peptide or polysaccharide antigen via MHC class II,6,0.0,1.0,1.0,2
7098,GO:0002584,negative regulation of antigen processing and presentation of peptide antigen,6,0.0,1.0,1.0,5
7099,GO:0002585,positive regulation of antigen processing and presentation of peptide antigen,6,0.0,1.0,1.0,5
7100,GO:0002586,regulation of antigen processing and presentation of peptide antigen via MHC class II,6,0.0,1.0,1.0,2
7101,GO:0002589,regulation of antigen processing and presentation of peptide antigen via MHC class I,6,0.0,1.0,1.0,3
7102,GO:0002593,negative regulation of antigen processing and presentation via MHC class Ib,6,0.0,1.0,1.0,2
7103,GO:0002594,positive regulation of antigen processing and presentation via MHC class Ib,6,0.0,1.0,1.0,2
7104,GO:0002595,regulation of antigen processing and presentation of peptide antigen via MHC class Ib,6,0.0,1.0,1.0,2
7105,GO:0002598,regulation of antigen processing and presentation of lipid antigen via MHC class Ib,6,0.0,1.0,1.0,2
7106,GO:0002601,regulation of antigen processing and presentation of polysaccharide antigen via MHC class II,6,0.0,1.0,1.0,2
7107,GO:0002605,negative regulation of dendritic cell antigen processing and presentation,6,0.0,1.0,1.0,2
7108,GO:0002606,positive regulation of dendritic cell antigen processing and presentation,6,0.0,1.0,1.0,2
7109,GO:0002607,regulation of myeloid dendritic cell antigen processing and presentation,6,0.0,1.0,1.0,2
7110,GO:0002610,regulation of plasmacytoid dendritic cell antigen processing and presentation,6,0.0,1.0,1.0,2
7111,GO:0002647,negative regulation of central tolerance induction,6,0.0,1.0,1.0,1
7112,GO:0002648,positive regulation of central tolerance induction,6,0.0,1.0,1.0,1
7113,GO:0002662,negative regulation of B cell tolerance induction,6,0.0,1.0,1.0,3
7114,GO:0002663,positive regulation of B cell tolerance induction,6,0.0,1.0,1.0,3
7115,GO:0002665,negative regulation of T cell tolerance induction,6,0.0,1.0,1.0,2
7116,GO:0002666,positive regulation of T cell tolerance induction,6,0.0,1.0,1.0,2
7117,GO:0002667,regulation of T cell anergy,6,0.0,1.0,1.0,2
7118,GO:0002670,regulation of B cell anergy,6,0.0,1.0,1.0,4
7119,GO:0002685,regulation of leukocyte migration,6,0.0,1.0,1.0,7
7120,GO:0002695,negative regulation of leukocyte activation,6,0.0,1.0,1.0,7
7121,GO:0002696,positive regulation of leukocyte activation,6,0.0,1.0,1.0,6
7122,GO:0002704,negative regulation of leukocyte mediated immunity,6,0.0,1.0,1.0,4
7123,GO:0002705,positive regulation of leukocyte mediated immunity,6,0.0,1.0,1.0,4
7124,GO:0002706,regulation of lymphocyte mediated immunity,6,0.0,1.0,1.0,5
7125,GO:0002759,regulation of antimicrobial humoral response,6,0.0,1.0,1.0,3
7126,GO:0002765,immune response-inhibiting signal transduction,6,0.0,1.0,1.0,2
7127,GO:0002768,immune response-regulating cell surface receptor signaling pathway,6,0.0,1.0,1.0,4
7128,GO:0002780,antibacterial peptide biosynthetic process,6,0.0,1.0,1.0,2
7129,GO:0002791,regulation of peptide secretion,6,0.0,1.0,1.0,4
7130,GO:0002820,negative regulation of adaptive immune response,6,0.0,1.0,1.0,3
7131,GO:0002821,positive regulation of adaptive immune response,6,0.0,1.0,1.0,3
7132,GO:0002822,regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,6,0.0,1.0,1.0,8
7133,GO:0002829,negative regulation of type 2 immune response,6,0.0,1.0,1.0,2
7134,GO:0002830,positive regulation of type 2 immune response,6,0.0,1.0,1.0,2
7135,GO:0002835,negative regulation of response to tumor cell,6,0.0,1.0,1.0,1
7136,GO:0002836,positive regulation of response to tumor cell,6,0.0,1.0,1.0,1
7137,GO:0002837,regulation of immune response to tumor cell,6,0.0,1.0,1.0,5
7138,GO:0002886,regulation of myeloid leukocyte mediated immunity,6,0.0,1.0,1.0,11
7139,GO:0002895,regulation of central B cell tolerance induction,6,0.0,1.0,1.0,4
7140,GO:0002912,negative regulation of lymphocyte anergy,6,0.0,1.0,1.0,2
7141,GO:0002913,positive regulation of lymphocyte anergy,6,0.0,1.0,1.0,2
7142,GO:0002921,negative regulation of humoral immune response,6,0.0,1.0,1.0,3
7143,GO:0002922,positive regulation of humoral immune response,6,0.0,1.0,1.0,3
7144,GO:0002934,desmosome organization,6,0.0,1.0,1.0,3
7145,GO:0003009,skeletal muscle contraction,6,0.0,1.0,1.0,2
7146,GO:0003070,regulation of systemic arterial blood pressure by neurotransmitter,6,0.0,1.0,1.0,1
7147,GO:0003093,regulation of glomerular filtration,6,0.0,1.0,1.0,2
7148,GO:0003095,pressure natriuresis,6,0.0,1.0,1.0,2
7149,GO:0003097,renal water transport,6,0.0,1.0,1.0,1
7150,GO:0003143,embryonic heart tube morphogenesis,6,0.0,1.0,1.0,2
7151,GO:0003144,embryonic heart tube formation,6,0.0,1.0,1.0,1
7152,GO:0003152,morphogenesis of an epithelial fold involved in embryonic heart tube formation,6,0.0,1.0,1.0,1
7153,GO:0003156,regulation of animal organ formation,6,0.0,1.0,1.0,4
7154,GO:0003250,regulation of cell proliferation involved in heart valve morphogenesis,6,0.0,1.0,1.0,2
7155,GO:0003260,cardioblast migration,6,0.0,1.0,1.0,2
7156,GO:0003264,regulation of cardioblast proliferation,6,0.0,1.0,1.0,4
7157,GO:0003300,cardiac muscle hypertrophy,6,0.0,1.0,1.0,2
7158,GO:0003337,mesenchymal to epithelial transition involved in metanephros morphogenesis,6,0.0,1.0,1.0,1
7159,GO:0003348,cardiac endothelial cell differentiation,6,0.0,1.0,1.0,3
7160,GO:0003352,regulation of cilium movement,6,0.0,1.0,1.0,5
7161,GO:0003384,apical constriction involved in gastrulation,6,0.0,1.0,1.0,1
7162,GO:0003395,neuron migration involved in dendrite retrograde extension,6,0.0,1.0,1.0,1
7163,GO:0003730,mRNA 3'-UTR binding,6,0.0,1.0,1.0,1
7164,GO:0003845,11-beta-hydroxysteroid dehydrogenase [NAD(P)+] activity,6,0.0,1.0,1.0,2
7165,GO:0003854,3-beta-hydroxy-delta5-steroid dehydrogenase (NAD+) activity,6,0.0,1.0,1.0,1
7166,GO:0003884,D-amino-acid oxidase activity,6,0.0,1.0,1.0,3
7167,GO:0003886,DNA (cytosine-5-)-methyltransferase activity,6,0.0,1.0,1.0,4
7168,GO:0003905,alkylbase DNA N-glycosylase activity,6,0.0,1.0,1.0,5
7169,GO:0003933,GTP cyclohydrolase activity,6,0.0,1.0,1.0,4
7170,GO:0003964,RNA-directed DNA polymerase activity,6,0.0,1.0,1.0,1
7171,GO:0003988,acetyl-CoA C-acyltransferase activity,6,0.0,1.0,1.0,2
7172,GO:0004022,alcohol dehydrogenase (NAD+) activity,6,0.0,1.0,1.0,12
7173,GO:0004029,aldehyde dehydrogenase (NAD+) activity,6,0.0,1.0,1.0,18
7174,GO:0004033,aldo-keto reductase (NADPH) activity,6,0.0,1.0,1.0,2
7175,GO:0004112,cyclic-nucleotide phosphodiesterase activity,6,0.0,1.0,1.0,3
7176,GO:0004181,metallocarboxypeptidase activity,6,0.0,1.0,1.0,4
7177,GO:0004185,serine-type carboxypeptidase activity,6,0.0,1.0,1.0,2
7178,GO:0004376,glycolipid mannosyltransferase activity,6,0.0,1.0,1.0,4
7179,GO:0004396,hexokinase activity,6,0.0,1.0,1.0,4
7180,GO:0004520,DNA endonuclease activity,6,0.0,1.0,1.0,10
7181,GO:0004521,RNA endonuclease activity,6,0.0,1.0,1.0,4
7182,GO:0004529,DNA exonuclease activity,6,0.0,1.0,1.0,1
7183,GO:0004532,RNA exonuclease activity,6,0.0,1.0,1.0,1
7184,GO:0004549,tRNA-specific ribonuclease activity,6,0.0,1.0,1.0,2
7185,GO:0004551,dinucleotide phosphatase activity,6,0.0,1.0,1.0,4
7186,GO:0004557,alpha-galactosidase activity,6,0.0,1.0,1.0,1
7187,GO:0004559,alpha-mannosidase activity,6,0.0,1.0,1.0,6
7188,GO:0004560,alpha-L-fucosidase activity,6,0.0,1.0,1.0,3
7189,GO:0004563,beta-N-acetylhexosaminidase activity,6,0.0,1.0,1.0,2
7190,GO:0004565,beta-galactosidase activity,6,0.0,1.0,1.0,1
7191,GO:0004567,beta-mannosidase activity,6,0.0,1.0,1.0,2
7192,GO:0004583,dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity,6,0.0,1.0,1.0,2
7193,GO:0004629,phospholipase C activity,6,0.0,1.0,1.0,5
7194,GO:0004630,phospholipase D activity,6,0.0,1.0,1.0,1
7195,GO:0004661,protein geranylgeranyltransferase activity,6,0.0,1.0,1.0,2
7196,GO:0004673,protein histidine kinase activity,6,0.0,1.0,1.0,4
7197,GO:0004674,protein serine/threonine kinase activity,6,0.0,1.0,1.0,40
7198,GO:0004712,protein serine/threonine/tyrosine kinase activity,6,0.0,1.0,1.0,1
7199,GO:0004713,protein tyrosine kinase activity,6,0.0,1.0,1.0,4
7200,GO:0004721,phosphoprotein phosphatase activity,6,0.0,1.0,1.0,17
7201,GO:0004748,"ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor",6,0.0,1.0,1.0,3
7202,GO:0004767,sphingomyelin phosphodiesterase activity,6,0.0,1.0,1.0,2
7203,GO:0004772,sterol O-acyltransferase activity,6,0.0,1.0,1.0,3
7204,GO:0004779,sulfate adenylyltransferase activity,6,0.0,1.0,1.0,2
7205,GO:0004810,CCA tRNA nucleotidyltransferase activity,6,0.0,1.0,1.0,1
7206,GO:0004842,ubiquitin-protein transferase activity,6,0.0,1.0,1.0,2
7207,GO:0004843,cysteine-type deubiquitinase activity,6,0.0,1.0,1.0,1
7208,GO:0004869,cysteine-type endopeptidase inhibitor activity,6,0.0,1.0,1.0,1
7209,GO:0004932,mating-type factor pheromone receptor activity,6,0.0,1.0,1.0,4
7210,GO:0004935,adrenergic receptor activity,6,0.0,1.0,1.0,2
7211,GO:0004950,chemokine receptor activity,6,0.0,1.0,1.0,3
7212,GO:0004954,prostanoid receptor activity,6,0.0,1.0,1.0,2
7213,GO:0004974,leukotriene receptor activity,6,0.0,1.0,1.0,2
7214,GO:0004977,melanocortin receptor activity,6,0.0,1.0,1.0,3
7215,GO:0004993,G protein-coupled serotonin receptor activity,6,0.0,1.0,1.0,2
7216,GO:0005123,death receptor binding,6,0.0,1.0,1.0,1
7217,GO:0005167,neurotrophin TRK receptor binding,6,0.0,1.0,1.0,3
7218,GO:0005184,neuropeptide hormone activity,6,0.0,1.0,1.0,5
7219,GO:0005243,gap junction channel activity,6,0.0,1.0,1.0,1
7220,GO:0005253,monoatomic anion channel activity,6,0.0,1.0,1.0,6
7221,GO:0005261,monoatomic cation channel activity,6,0.0,1.0,1.0,9
7222,GO:0005290,L-histidine transmembrane transporter activity,6,0.0,1.0,1.0,3
